,time,window,vertices,edges,new_vertices,prop_new,vert_shuffled_mean,vert_shuffled_sd,edge_shuffled_mean,edge_shuffled_sd,cc_shuffled_mean,cc_shuffled_sd
1790,2014-08-25 03:56:28,0,19471,187071,,,,,,,,
1791,2014-08-26 03:56:28,0,19487,187170,,,,,,,,
1792,2014-08-27 03:56:28,0,19495,187239,,,,,,,,
1793,2014-08-28 03:56:28,0,19502,187317,,,,,,,,
1794,2014-08-29 03:56:28,0,19508,187377,,,,,,,,
1795,2014-08-30 03:56:28,0,19515,187458,,,,,,,,
1796,2014-08-31 03:56:28,0,19524,187502,,,,,,,,
1797,2014-09-01 03:56:28,0,19530,187545,,,,,,,,
1798,2014-09-02 03:56:28,0,19541,187614,,,,,,,,
1799,2014-09-03 03:56:28,0,19544,187674,,,,,,,,
1800,2014-09-04 03:56:28,0,19551,187735,,,,,,,,
1801,2014-09-05 03:56:28,0,19563,187811,,,,,,,,
1802,2014-09-06 03:56:28,0,19575,187880,,,,,,,,
1803,2014-09-07 03:56:28,0,19580,187940,,,,,,,,
1804,2014-09-08 03:56:28,0,19583,187990,,,,,,,,
1805,2014-09-09 03:56:28,0,19594,188057,,,,,,,,
1806,2014-09-10 03:56:28,0,19606,188131,,,,,,,,
1807,2014-09-11 03:56:28,0,19616,188214,,,,,,,,
1808,2014-09-12 03:56:28,0,19632,188303,,,,,,,,
1809,2014-09-13 03:56:28,0,19642,188373,,,,,,,,
1810,2014-09-14 03:56:28,0,19652,188436,,,,,,,,
1811,2014-09-15 03:56:28,0,19656,188495,,,,,,,,
1812,2014-09-16 03:56:28,0,19667,188576,,,,,,,,
1813,2014-09-17 03:56:28,0,19678,188656,,,,,,,,
1814,2014-09-18 03:56:28,0,19688,188735,,,,,,,,
1815,2014-09-19 03:56:28,0,19699,188816,,,,,,,,
1816,2014-09-20 03:56:28,0,19708,188897,,,,,,,,
1817,2014-09-21 03:56:28,0,19719,188972,,,,,,,,
1818,2014-09-22 03:56:28,0,19724,189051,,,,,,,,
1819,2014-09-23 03:56:28,0,19731,189106,,,,,,,,
1820,2014-09-24 03:56:28,0,19745,189199,,,,,,,,
1821,2014-09-25 03:56:28,0,19752,189281,,,,,,,,
1822,2014-09-26 03:56:28,0,19760,189350,,,,,,,,
1823,2014-09-27 03:56:28,0,19772,189425,,,,,,,,
1824,2014-09-28 03:56:28,0,19777,189483,,,,,,,,
1825,2014-09-29 03:56:28,0,19782,189526,,,,,,,,
1826,2014-09-30 03:56:28,0,19798,189637,,,,,,,,
1827,2014-10-01 03:56:28,0,19808,189719,,,,,,,,
1828,2014-10-02 03:56:28,0,19827,189835,,,,,,,,
1829,2014-10-03 03:56:28,0,19837,189942,,,,,,,,
1830,2014-10-04 03:56:28,0,19845,190013,,,,,,,,
1831,2014-10-05 03:56:28,0,19860,190085,,,,,,,,
1832,2014-10-06 03:56:28,0,19870,190153,,,,,,,,
1833,2014-10-07 03:56:28,0,19874,190229,,,,,,,,
1834,2014-10-08 03:56:28,0,19890,190318,,,,,,,,
1835,2014-10-09 03:56:28,0,19911,190414,,,,,,,,
1836,2014-10-10 03:56:28,0,19924,190517,,,,,,,,
1837,2014-10-11 03:56:28,0,19940,190604,,,,,,,,
1838,2014-10-12 03:56:28,0,19944,190663,,,,,,,,
1839,2014-10-13 03:56:28,0,19947,190713,,,,,,,,
1840,2014-10-14 03:56:28,0,19954,190771,,,,,,,,
1841,2014-10-15 03:56:28,0,19967,190841,,,,,,,,
1842,2014-10-16 03:56:28,0,19981,190937,,,,,,,,
1843,2014-10-17 03:56:28,0,19990,191017,,,,,,,,
1844,2014-10-18 03:56:28,0,20002,191088,,,,,,,,
1845,2014-10-19 03:56:28,0,20003,191131,,,,,,,,
1846,2014-10-20 03:56:28,0,20007,191184,,,,,,,,
1847,2014-10-21 03:56:28,0,20013,191263,,,,,,,,
1848,2014-10-22 03:56:28,0,20028,191348,,,,,,,,
1849,2014-10-23 03:56:28,0,20041,191466,,,,,,,,
1850,2014-10-24 03:56:28,0,20049,191550,,,,,,,,
1851,2014-10-25 03:56:28,0,20062,191632,,,,,,,,
1852,2014-10-26 02:56:28,0,20071,191675,,,,,,,,
1853,2014-10-27 02:56:28,0,20077,191725,,,,,,,,
1854,2014-10-28 02:56:28,0,20091,191793,,,,,,,,
1855,2014-10-29 02:56:28,0,20104,191887,,,,,,,,
1856,2014-10-30 02:56:28,0,20115,191987,,,,,,,,
1857,2014-10-31 02:56:28,0,20124,192055,,,,,,,,
1858,2014-11-01 02:56:28,0,20134,192132,,,,,,,,
1859,2014-11-02 02:56:28,0,20138,192191,,,,,,,,
1860,2014-11-03 02:56:28,0,20146,192247,,,,,,,,
1861,2014-11-04 02:56:28,0,20158,192349,,,,,,,,
1862,2014-11-05 02:56:28,0,20166,192431,,,,,,,,
1863,2014-11-06 02:56:28,0,20179,192520,,,,,,,,
1864,2014-11-07 02:56:28,0,20187,192590,,,,,,,,
1865,2014-11-08 02:56:28,0,20197,192682,,,,,,,,
1866,2014-11-09 02:56:28,0,20203,192744,,,,,,,,
1867,2014-11-10 02:56:28,0,20220,192812,,,,,,,,
1868,2014-11-11 02:56:28,0,20230,192906,,,,,,,,
1869,2014-11-12 02:56:28,0,20242,192983,,,,,,,,
1870,2014-11-13 02:56:28,0,20254,193075,,,,,,,,
1871,2014-11-14 02:56:28,0,20268,193170,,,,,,,,
1872,2014-11-15 02:56:28,0,20282,193265,,,,,,,,
1873,2014-11-16 02:56:28,0,20291,193326,,,,,,,,
1874,2014-11-17 02:56:28,0,20305,193402,,,,,,,,
1875,2014-11-18 02:56:28,0,20316,193479,,,,,,,,
1876,2014-11-19 02:56:28,0,20325,193522,,,,,,,,
1877,2014-11-20 02:56:28,0,20341,193602,,,,,,,,
1878,2014-11-21 02:56:28,0,20353,193682,,,,,,,,
1879,2014-11-22 02:56:28,0,20359,193759,,,,,,,,
1880,2014-11-23 02:56:28,0,20370,193819,,,,,,,,
1881,2014-11-24 02:56:28,0,20379,193880,,,,,,,,
1882,2014-11-25 02:56:28,0,20384,193947,,,,,,,,
1883,2014-11-26 02:56:28,0,20391,194033,,,,,,,,
1884,2014-11-27 02:56:28,0,20398,194113,,,,,,,,
1885,2014-11-28 02:56:28,0,20405,194197,,,,,,,,
1886,2014-11-29 02:56:28,0,20414,194264,,,,,,,,
1887,2014-11-30 02:56:28,0,20419,194320,,,,,,,,
1888,2014-12-01 02:56:28,0,20432,194392,,,,,,,,
1889,2014-12-02 02:56:28,0,20439,194472,,,,,,,,
1890,2014-12-03 02:56:28,0,20450,194550,,,,,,,,
1891,2014-12-04 02:56:28,0,20467,194641,,,,,,,,
1892,2014-12-05 02:56:28,0,20477,194734,,,,,,,,
1893,2014-12-06 02:56:28,0,20483,194801,,,,,,,,
1894,2014-12-07 02:56:28,0,20493,194857,,,,,,,,
1895,2014-12-08 02:56:28,0,20502,194923,,,,,,,,
1896,2014-12-09 02:56:28,0,20507,194983,,,,,,,,
1897,2014-12-10 02:56:28,0,20523,195073,,,,,,,,
1898,2014-12-11 02:56:28,0,20533,195178,,,,,,,,
1899,2014-12-12 02:56:28,0,20545,195259,,,,,,,,
1900,2014-12-13 02:56:28,0,20551,195327,,,,,,,,
1901,2014-12-14 02:56:28,0,20557,195389,,,,,,,,
1902,2014-12-15 02:56:28,0,20565,195447,,,,,,,,
1903,2014-12-16 02:56:28,0,20572,195497,,,,,,,,
1904,2014-12-17 02:56:28,0,20579,195565,,,,,,,,
1905,2014-12-18 02:56:28,0,20586,195630,,,,,,,,
1906,2014-12-19 02:56:28,0,20596,195702,,,,,,,,
1907,2014-12-20 02:56:28,0,20607,195766,,,,,,,,
1908,2014-12-21 02:56:28,0,20613,195810,,,,,,,,
1909,2014-12-22 02:56:28,0,20615,195850,,,,,,,,
1910,2014-12-23 02:56:28,0,20623,195910,,,,,,,,
1911,2014-12-24 02:56:28,0,20629,195962,,,,,,,,
1912,2014-12-25 02:56:28,0,20632,196003,,,,,,,,
1913,2014-12-26 02:56:28,0,20636,196038,,,,,,,,
1914,2014-12-27 02:56:28,0,20639,196076,,,,,,,,
1915,2014-12-28 02:56:28,0,20653,196126,,,,,,,,
1916,2014-12-29 02:56:28,0,20661,196190,,,,,,,,
1917,2014-12-30 02:56:28,0,20672,196249,,,,,,,,
1918,2014-12-31 02:56:28,0,20676,196326,,,,,,,,
1919,2015-01-01 02:56:28,0,20686,196381,,,,,,,,
1920,2015-01-02 02:56:28,0,20690,196411,,,,,,,,
1921,2015-01-03 02:56:28,0,20698,196477,,,,,,,,
1922,2015-01-04 02:56:28,0,20704,196545,,,,,,,,
1923,2015-01-05 02:56:28,0,20718,196603,,,,,,,,
1924,2015-01-06 02:56:28,0,20727,196697,,,,,,,,
1925,2015-01-07 02:56:28,0,20733,196773,,,,,,,,
1926,2015-01-08 02:56:28,0,20745,196841,,,,,,,,
1927,2015-01-09 02:56:28,0,20754,196902,,,,,,,,
1928,2015-01-10 02:56:28,0,20762,196967,,,,,,,,
1929,2015-01-11 02:56:28,0,20770,197022,,,,,,,,
1930,2015-01-12 02:56:28,0,20779,197095,,,,,,,,
1931,2015-01-13 02:56:28,0,20786,197185,,,,,,,,
1932,2015-01-14 02:56:28,0,20796,197272,,,,,,,,
1933,2015-01-15 02:56:28,0,20809,197374,,,,,,,,
1934,2015-01-16 02:56:28,0,20821,197455,,,,,,,,
1935,2015-01-17 02:56:28,0,20828,197525,,,,,,,,
1936,2015-01-18 02:56:28,0,20833,197580,,,,,,,,
1937,2015-01-19 02:56:28,0,20834,197610,,,,,,,,
1938,2015-01-20 02:56:28,0,20845,197671,,,,,,,,
1939,2015-01-21 02:56:28,0,20854,197750,,,,,,,,
1940,2015-01-22 02:56:28,0,20862,197841,,,,,,,,
1941,2015-01-23 02:56:28,0,20872,197943,,,,,,,,
1942,2015-01-24 02:56:28,0,20881,198043,,,,,,,,
1943,2015-01-25 02:56:28,0,20892,198114,,,,,,,,
1944,2015-01-26 02:56:28,0,20896,198164,,,,,,,,
1945,2015-01-27 02:56:28,0,20903,198230,,,,,,,,
1946,2015-01-28 02:56:28,0,20917,198301,,,,,,,,
1947,2015-01-29 02:56:28,0,20928,198367,,,,,,,,
1948,2015-01-30 02:56:28,0,20940,198475,,,,,,,,
1949,2015-01-31 02:56:28,0,20947,198551,,,,,,,,
1950,2015-02-01 02:56:28,0,20954,198605,,,,,,,,
1951,2015-02-02 02:56:28,0,20958,198657,,,,,,,,
1952,2015-02-03 02:56:28,0,20964,198716,,,,,,,,
1953,2015-02-04 02:56:28,0,20975,198781,,,,,,,,
1954,2015-02-05 02:56:28,0,20983,198854,,,,,,,,
1955,2015-02-06 02:56:28,0,20993,198918,,,,,,,,
1956,2015-02-07 02:56:28,0,21009,199028,,,,,,,,
1957,2015-02-08 02:56:28,0,21020,199104,,,,,,,,
1958,2015-02-09 02:56:28,0,21023,199153,,,,,,,,
1959,2015-02-10 02:56:28,0,21032,199244,,,,,,,,
1960,2015-02-11 02:56:28,0,21038,199316,,,,,,,,
1961,2015-02-12 02:56:28,0,21045,199396,,,,,,,,
1962,2015-02-13 02:56:28,0,21056,199456,,,,,,,,
1963,2015-02-14 02:56:28,0,21063,199530,,,,,,,,
1964,2015-02-15 02:56:28,0,21065,199580,,,,,,,,
1965,2015-02-16 02:56:28,0,21076,199635,,,,,,,,
1966,2015-02-17 02:56:28,0,21085,199715,,,,,,,,
1967,2015-02-18 02:56:28,0,21087,199779,,,,,,,,
1968,2015-02-19 02:56:28,0,21102,199863,,,,,,,,
1969,2015-02-20 02:56:28,0,21115,199931,,,,,,,,
1970,2015-02-21 02:56:28,0,21124,200002,,,,,,,,
1971,2015-02-22 02:56:28,0,21135,200059,,,,,,,,
1972,2015-02-23 02:56:28,0,21145,200129,,,,,,,,
1973,2015-02-24 02:56:28,0,21156,200206,,,,,,,,
1974,2015-02-25 02:56:28,0,21162,200267,,,,,,,,
1975,2015-02-26 02:56:28,0,21177,200340,,,,,,,,
1976,2015-02-27 02:56:28,0,21188,200420,,,,,,,,
1977,2015-02-28 02:56:28,0,21193,200492,,,,,,,,
1978,2015-03-01 02:56:28,0,21199,200544,,,,,,,,
1979,2015-03-02 02:56:28,0,21204,200592,,,,,,,,
1980,2015-03-03 02:56:28,0,21214,200654,,,,,,,,
1981,2015-03-04 02:56:28,0,21226,200731,,,,,,,,
1982,2015-03-05 02:56:28,0,21235,200811,,,,,,,,
1983,2015-03-06 02:56:28,0,21243,200876,,,,,,,,
1984,2015-03-07 02:56:28,0,21250,200980,,,,,,,,
1985,2015-03-08 02:56:28,0,21258,201040,,,,,,,,
1986,2015-03-09 02:56:28,0,21273,201112,,,,,,,,
1987,2015-03-10 02:56:28,0,21285,201213,,,,,,,,
1988,2015-03-11 02:56:28,0,21301,201313,,,,,,,,
1989,2015-03-12 02:56:28,0,21313,201404,,,,,,,,
1990,2015-03-13 02:56:28,0,21326,201491,,,,,,,,
1991,2015-03-14 02:56:28,0,21337,201562,,,,,,,,
1992,2015-03-15 02:56:28,0,21343,201648,,,,,,,,
1993,2015-03-16 02:56:28,0,21353,201706,,,,,,,,
1994,2015-03-17 02:56:28,0,21364,201794,,,,,,,,
1995,2015-03-18 02:56:28,0,21380,201882,,,,,,,,
1996,2015-03-19 02:56:28,0,21394,201969,,,,,,,,
1997,2015-03-20 02:56:28,0,21402,202067,,,,,,,,
1998,2015-03-21 02:56:28,0,21416,202148,,,,,,,,
1999,2015-03-22 02:56:28,0,21427,202208,,,,,,,,
2000,2015-03-23 02:56:28,0,21436,202284,,,,,,,,
2001,2015-03-24 02:56:28,0,21444,202371,,,,,,,,
2002,2015-03-25 02:56:28,0,21459,202499,,,,,,,,
2003,2015-03-26 02:56:28,0,21471,202598,,,,,,,,
2004,2015-03-27 02:56:28,0,21480,202678,,,,,,,,
2005,2015-03-28 02:56:28,0,21498,202787,,,,,,,,
2006,2015-03-29 03:56:28,0,21501,202852,,,,,,,,
2007,2015-03-30 03:56:28,0,21511,202913,,,,,,,,
2008,2015-03-31 03:56:28,0,21523,202993,,,,,,,,
2009,2015-04-01 03:56:28,0,21539,203087,,,,,,,,
2010,2015-04-02 03:56:28,0,21550,203181,,,,,,,,
2011,2015-04-03 03:56:28,0,21557,203250,,,,,,,,
2012,2015-04-04 03:56:28,0,21564,203318,,,,,,,,
2013,2015-04-05 03:56:28,0,21572,203396,,,,,,,,
2014,2015-04-06 03:56:28,0,21583,203469,,,,,,,,
2015,2015-04-07 03:56:28,0,21590,203550,,,,,,,,
2016,2015-04-08 03:56:28,0,21599,203636,,,,,,,,
2017,2015-04-09 03:56:28,0,21609,203705,,,,,,,,
2018,2015-04-10 03:56:28,0,21623,203798,,,,,,,,
2019,2015-04-11 03:56:28,0,21634,203906,,,,,,,,
2020,2015-04-12 03:56:28,0,21640,203957,,,,,,,,
2021,2015-04-13 03:56:28,0,21649,204031,,,,,,,,
2022,2015-04-14 03:56:28,0,21661,204111,,,,,,,,
2023,2015-04-15 03:56:28,0,21674,204194,,,,,,,,
2024,2015-04-16 03:56:28,0,21682,204281,,,,,,,,
2025,2015-04-17 03:56:28,0,21686,204349,,,,,,,,
2026,2015-04-18 03:56:28,0,21697,204428,,,,,,,,
2027,2015-04-19 03:56:28,0,21702,204478,,,,,,,,
2028,2015-04-20 03:56:28,0,21710,204538,,,,,,,,
2029,2015-04-21 03:56:28,0,21718,204613,,,,,,,,
2030,2015-04-22 03:56:28,0,21730,204713,,,,,,,,
2031,2015-04-23 03:56:28,0,21740,204807,,,,,,,,
2032,2015-04-24 03:56:28,0,21749,204882,,,,,,,,
2033,2015-04-25 03:56:28,0,21760,204970,,,,,,,,
2034,2015-04-26 03:56:28,0,21768,205015,,,,,,,,
2035,2015-04-27 03:56:28,0,21774,205067,,,,,,,,
2036,2015-04-28 03:56:28,0,21781,205165,,,,,,,,
2037,2015-04-29 03:56:28,0,21794,205263,,,,,,,,
2038,2015-04-30 03:56:28,0,21805,205343,,,,,,,,
2039,2015-05-01 03:56:28,0,21820,205419,,,,,,,,
2040,2015-05-02 03:56:28,0,21831,205488,,,,,,,,
2041,2015-05-03 03:56:28,0,21838,205530,,,,,,,,
2042,2015-05-04 03:56:28,0,21847,205615,,,,,,,,
2043,2015-05-05 03:56:28,0,21857,205692,,,,,,,,
2044,2015-05-06 03:56:28,0,21869,205789,,,,,,,,
2045,2015-05-07 03:56:28,0,21879,205875,,,,,,,,
2046,2015-05-08 03:56:28,0,21884,205938,,,,,,,,
2047,2015-05-09 03:56:28,0,21894,206028,,,,,,,,
2048,2015-05-10 03:56:28,0,21900,206100,,,,,,,,
2049,2015-05-11 03:56:28,0,21908,206166,,,,,,,,
2050,2015-05-12 03:56:28,0,21914,206229,,,,,,,,
2051,2015-05-13 03:56:28,0,21925,206314,,,,,,,,
2052,2015-05-14 03:56:28,0,21932,206380,,,,,,,,
2053,2015-05-15 03:56:28,0,21940,206454,,,,,,,,
2054,2015-05-16 03:56:28,0,21959,206564,,,,,,,,
2055,2015-05-17 03:56:28,0,21966,206624,,,,,,,,
2056,2015-05-18 03:56:28,0,21973,206685,,,,,,,,
2057,2015-05-19 03:56:28,0,21983,206775,,,,,,,,
2058,2015-05-20 03:56:28,0,21996,206875,,,,,,,,
2059,2015-05-21 03:56:28,0,22007,206955,,,,,,,,
2060,2015-05-22 03:56:28,0,22013,207021,,,,,,,,
2061,2015-05-23 03:56:28,0,22020,207100,,,,,,,,
2062,2015-05-24 03:56:28,0,22031,207155,,,,,,,,
2063,2015-05-25 03:56:28,0,22036,207218,,,,,,,,
2064,2015-05-26 03:56:28,0,22046,207275,,,,,,,,
2065,2015-05-27 03:56:28,0,22063,207359,,,,,,,,
2066,2015-05-28 03:56:28,0,22073,207431,,,,,,,,
2067,2015-05-29 03:56:28,0,22084,207509,,,,,,,,
2068,2015-05-30 03:56:28,0,22092,207594,,,,,,,,
2069,2015-05-31 03:56:28,0,22098,207635,,,,,,,,
2070,2015-06-01 03:56:28,0,22105,207667,,,,,,,,
2071,2015-06-02 03:56:28,0,22118,207744,,,,,,,,
2072,2015-06-03 03:56:28,0,22125,207803,,,,,,,,
2073,2015-06-04 03:56:28,0,22139,207878,,,,,,,,
2074,2015-06-05 03:56:28,0,22148,207946,,,,,,,,
2075,2015-06-06 03:56:28,0,22161,208026,,,,,,,,
2076,2015-06-07 03:56:28,0,22167,208081,,,,,,,,
2077,2015-06-08 03:56:28,0,22177,208137,,,,,,,,
2078,2015-06-09 03:56:28,0,22189,208210,,,,,,,,
2079,2015-06-10 03:56:28,0,22206,208295,,,,,,,,
2080,2015-06-11 03:56:28,0,22218,208368,,,,,,,,
2081,2015-06-12 03:56:28,0,22224,208430,,,,,,,,
2082,2015-06-13 03:56:28,0,22233,208493,,,,,,,,
2083,2015-06-14 03:56:28,0,22243,208549,,,,,,,,
2084,2015-06-15 03:56:28,0,22246,208585,,,,,,,,
2085,2015-06-16 03:56:28,0,22250,208635,,,,,,,,
2086,2015-06-17 03:56:28,0,22267,208718,,,,,,,,
2087,2015-06-18 03:56:28,0,22278,208797,,,,,,,,
2088,2015-06-19 03:56:28,0,22286,208873,,,,,,,,
2089,2015-06-20 03:56:28,0,22297,208929,,,,,,,,
2090,2015-06-21 03:56:28,0,22306,208993,,,,,,,,
2091,2015-06-22 03:56:28,0,22312,209036,,,,,,,,
2092,2015-06-23 03:56:28,0,22322,209106,,,,,,,,
2093,2015-06-24 03:56:28,0,22339,209201,,,,,,,,
2094,2015-06-25 03:56:28,0,22350,209273,,,,,,,,
2095,2015-06-26 03:56:28,0,22359,209337,,,,,,,,
2096,2015-06-27 03:56:28,0,22370,209406,,,,,,,,
2097,2015-06-28 03:56:28,0,22375,209463,,,,,,,,
2098,2015-06-29 03:56:28,0,22379,209525,,,,,,,,
2099,2015-06-30 03:56:28,0,22384,209579,,,,,,,,
2100,2015-07-01 03:56:28,0,22394,209644,,,,,,,,
2101,2015-07-02 03:56:28,0,22408,209734,,,,,,,,
2102,2015-07-03 03:56:28,0,22418,209804,,,,,,,,
2103,2015-07-04 03:56:28,0,22428,209872,,,,,,,,
2104,2015-07-05 03:56:28,0,22437,209934,,,,,,,,
2105,2015-07-06 03:56:28,0,22439,209974,,,,,,,,
2106,2015-07-07 03:56:28,0,22450,210053,,,,,,,,
2107,2015-07-08 03:56:28,0,22459,210114,,,,,,,,
2108,2015-07-09 03:56:28,0,22471,210187,,,,,,,,
2109,2015-07-10 03:56:28,0,22483,210251,,,,,,,,
2110,2015-07-11 03:56:28,0,22491,210312,,,,,,,,
2111,2015-07-12 03:56:28,0,22496,210354,,,,,,,,
2112,2015-07-13 03:56:28,0,22501,210386,,,,,,,,
2113,2015-07-14 03:56:28,0,22513,210448,,,,,,,,
2114,2015-07-15 03:56:28,0,22528,210533,,,,,,,,
2115,2015-07-16 03:56:28,0,22535,210601,,,,,,,,
2116,2015-07-17 03:56:28,0,22552,210676,,,,,,,,
2117,2015-07-18 03:56:28,0,22562,210743,,,,,,,,
2118,2015-07-19 03:56:28,0,22566,210790,,,,,,,,
2119,2015-07-20 03:56:28,0,22567,210827,,,,,,,,
2120,2015-07-21 03:56:28,0,22576,210874,,,,,,,,
2121,2015-07-22 03:56:28,0,22585,210935,,,,,,,,
2122,2015-07-23 03:56:28,0,22595,211002,,,,,,,,
2123,2015-07-24 03:56:28,0,22607,211077,,,,,,,,
2124,2015-07-25 03:56:28,0,22614,211142,,,,,,,,
2125,2015-07-26 03:56:28,0,22620,211181,,,,,,,,
2126,2015-07-27 03:56:28,0,22625,211227,,,,,,,,
2127,2015-07-28 03:56:28,0,22637,211291,,,,,,,,
2128,2015-07-29 03:56:28,0,22649,211357,,,,,,,,
2129,2015-07-30 03:56:28,0,22660,211419,,,,,,,,
2130,2015-07-31 03:56:28,0,22674,211502,,,,,,,,
2131,2015-08-01 03:56:28,0,22682,211579,,,,,,,,
2132,2015-08-02 03:56:28,0,22687,211630,,,,,,,,
2133,2015-08-03 03:56:28,0,22691,211676,,,,,,,,
2134,2015-08-04 03:56:28,0,22699,211746,,,,,,,,
2135,2015-08-05 03:56:28,0,22707,211816,,,,,,,,
2136,2015-08-06 03:56:28,0,22718,211888,,,,,,,,
2137,2015-08-07 03:56:28,0,22723,211953,,,,,,,,
2138,2015-08-08 03:56:28,0,22733,212010,,,,,,,,
2139,2015-08-09 03:56:28,0,22744,212100,,,,,,,,
2140,2015-08-10 03:56:28,0,22752,212155,,,,,,,,
2141,2015-08-11 03:56:28,0,22766,212249,,,,,,,,
2142,2015-08-12 03:56:28,0,22782,212311,,,,,,,,
2143,2015-08-13 03:56:28,0,22799,212416,,,,,,,,
2144,2015-08-14 03:56:28,0,22805,212467,,,,,,,,
2145,2015-08-15 03:56:28,0,22814,212518,,,,,,,,
2146,2015-08-16 03:56:28,0,22818,212570,,,,,,,,
2147,2015-08-17 03:56:28,0,22825,212619,,,,,,,,
2148,2015-08-18 03:56:28,0,22837,212703,,,,,,,,
2149,2015-08-19 03:56:28,0,22846,212786,,,,,,,,
2150,2015-08-20 03:56:28,0,22857,212867,,,,,,,,
2151,2015-08-21 03:56:28,0,22866,212946,,,,,,,,
2152,2015-08-22 03:56:28,0,22871,213002,,,,,,,,
2153,2015-08-23 03:56:28,0,22878,213055,,,,,,,,
2154,2015-08-24 03:56:28,0,22882,213111,,,,,,,,
2155,2015-08-25 03:56:28,0,22888,213171,,,,,,,,
2156,2015-08-26 03:56:28,0,22898,213251,,,,,,,,
2157,2015-08-27 03:56:28,0,22909,213336,,,,,,,,
2158,2015-08-28 03:56:28,0,22917,213412,,,,,,,,
2159,2015-08-29 03:56:28,0,22926,213468,,,,,,,,
2160,2015-08-30 03:56:28,0,22934,213528,,,,,,,,
2161,2015-08-31 03:56:28,0,22943,213590,,,,,,,,
2162,2015-09-01 03:56:28,0,22952,213657,,,,,,,,
2163,2015-09-02 03:56:28,0,22964,213750,,,,,,,,
2164,2015-09-03 03:56:28,0,22974,213849,,,,,,,,
2165,2015-09-04 03:56:28,0,22986,213938,,,,,,,,
2166,2015-09-05 03:56:28,0,22996,214028,,,,,,,,
2167,2015-09-06 03:56:28,0,23000,214071,,,,,,,,
2168,2015-09-07 03:56:28,0,23007,214125,,,,,,,,
2169,2015-09-08 03:56:28,0,23015,214199,,,,,,,,
2170,2015-09-09 03:56:28,0,23023,214269,,,,,,,,
2171,2015-09-10 03:56:28,0,23032,214350,,,,,,,,
2172,2015-09-11 03:56:28,0,23045,214442,,,,,,,,
2173,2015-09-12 03:56:28,0,23052,214535,,,,,,,,
2174,2015-09-13 03:56:28,0,23060,214605,,,,,,,,
2175,2015-09-14 03:56:28,0,23064,214677,,,,,,,,
2176,2015-09-15 03:56:28,0,23074,214756,,,,,,,,
2177,2015-09-16 03:56:28,0,23084,214831,,,,,,,,
2178,2015-09-17 03:56:28,0,23093,214931,,,,,,,,
2179,2015-09-18 03:56:28,0,23102,215011,,,,,,,,
2180,2015-09-19 03:56:28,0,23109,215081,,,,,,,,
2181,2015-09-20 03:56:28,0,23113,215142,,,,,,,,
2182,2015-09-21 03:56:28,0,23122,215190,,,,,,,,
2183,2015-09-22 03:56:28,0,23127,215262,,,,,,,,
2184,2015-09-23 03:56:28,0,23141,215353,,,,,,,,
2185,2015-09-24 03:56:28,0,23152,215440,,,,,,,,
2186,2015-09-25 03:56:28,0,23159,215534,,,,,,,,
2187,2015-09-26 03:56:28,0,23174,215624,,,,,,,,
2188,2015-09-27 03:56:28,0,23181,215682,,,,,,,,
2189,2015-09-28 03:56:28,0,23190,215740,,,,,,,,
2190,2015-09-29 03:56:28,0,23195,215812,,,,,,,,
2191,2015-09-30 03:56:28,0,23204,215901,,,,,,,,
2192,2015-10-01 03:56:28,0,23212,216002,,,,,,,,
2193,2015-10-02 03:56:28,0,23220,216100,,,,,,,,
2194,2015-10-03 03:56:28,0,23232,216192,,,,,,,,
2195,2015-10-04 03:56:28,0,23240,216250,,,,,,,,
2196,2015-10-05 03:56:28,0,23245,216299,,,,,,,,
2197,2015-10-06 03:56:28,0,23251,216382,,,,,,,,
2198,2015-10-07 03:56:28,0,23272,216507,,,,,,,,
2199,2015-10-08 03:56:28,0,23288,216598,,,,,,,,
2200,2015-10-09 03:56:28,0,23301,216697,,,,,,,,
2201,2015-10-10 03:56:28,0,23313,216795,,,,,,,,
2202,2015-10-11 03:56:28,0,23323,216858,,,,,,,,
2203,2015-10-12 03:56:28,0,23333,216909,,,,,,,,
2204,2015-10-13 03:56:28,0,23341,216991,,,,,,,,
2205,2015-10-14 03:56:28,0,23355,217093,,,,,,,,
2206,2015-10-15 03:56:28,0,23366,217197,,,,,,,,
2207,2015-10-16 03:56:28,0,23375,217290,,,,,,,,
2208,2015-10-17 03:56:28,0,23387,217391,,,,,,,,
2209,2015-10-18 03:56:28,0,23395,217446,,,,,,,,
2210,2015-10-19 03:56:28,0,23404,217529,,,,,,,,
2211,2015-10-20 03:56:28,0,23414,217602,,,,,,,,
2212,2015-10-21 03:56:28,0,23423,217676,,,,,,,,
2213,2015-10-22 03:56:28,0,23432,217777,,,,,,,,
2214,2015-10-23 03:56:28,0,23446,217859,,,,,,,,
2215,2015-10-24 03:56:28,0,23455,217945,,,,,,,,
2216,2015-10-25 02:56:28,0,23461,218010,,,,,,,,
2217,2015-10-26 02:56:28,0,23468,218082,,,,,,,,
2218,2015-10-27 02:56:28,0,23476,218168,,,,,,,,
2219,2015-10-28 02:56:28,0,23487,218256,,,,,,,,
2220,2015-10-29 02:56:28,0,23502,218359,,,,,,,,
2221,2015-10-30 02:56:28,0,23514,218448,,,,,,,,
2222,2015-10-31 02:56:28,0,23524,218516,,,,,,,,
2223,2015-11-01 02:56:28,0,23529,218585,,,,,,,,
